Job_ID,Job_Title,Min_YOE,Est_Salary,JD_Trans,L1,L2,L3,L4,MinL,Location,VN,Remote,W_Term,W_Term_2,W_Term_3,W_Term_4,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Combined_role,Others,Last_Updated
5588,Computer Vision / Ai Lead,8,3500,Have over 8-9 years of experience with a computer vision or lead developer on computer vision projects,2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5587,Senior Data Governance,3,2200,"Have knowledge about database, organization query experience, data analysis; Proficient in office informatics, capable of using SQL, R/Python; Mlflow/airflow & cloud",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5586,Data Architect ( Any Cloud ),8,4235,At least 8 years of experience in total including at least 5 years of experience with Data Engineering,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5585,Head Of Operations,3,2540,Experience as a head of operations or in a similar role; Solid kinh nghi?m of data analytics; Strong mathematical literacy.,4.0,Unknown,,,4,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5584,Data Partner,4,3500,Min 4 years of solid experience in data and AI related fields; Min 2 years of experience in a stakeholder management position; Experience in working with SQL and Excel,2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5583,In-Business Aml Control,2,1700,2-4 years of relevant experience; Experience in data analysis and problem solving with acute attention to detail.,1.0,2,,,1,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5582,Senior Data Engineer,3,2500,"Data Warehouse: BigQuery, Oracle;Data Source: App Events, Oracle, MySQL, MSSQL, Kafka, Pubsub, REST API; Data Pipeline Orchestration: Airflow; BI: Datastudio;",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5581,Anti-Fraud Officer,1,1800,"Over 1 year on data analysis; There is a background of knowledge about finance, statistics, data mining, machine learning;",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5580,Merchandise Planning Specialist - Lush,2,1270,Preferably 2 years experience in merchandising/ inventory/ planning or related fields.; Posses data analysis skill; Proficient in Excel.,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5579,Advanced Analytics Executive,1,1800,Experience at least 01 year in the field of data analysis,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5578,Data Analyst,1,1600,At least 1-2 year of working experience in data analyst position.,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5577,Data Governance Analyst,2,2200,"A minimum of 2 years relevant work experience in consulting/ designing/ oeprating/ implementing policiles, processes related to data governance/ data management as data governance analyst or data analyst.",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5575,Manufacturing Excellence Coordinator,1,1200,Graduated from university majoring in data automation/ data science; There are 1-2 years of experience in the equivalent position,1.0,Unknown,,,1,UNKNOWN,1,0,Fulltime,Hybrid,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5574,Data Analyst,3,1270,Cau Giay recruits 1 Data Analyst from 3 years of experience. Salary 20-30 million+ bonus.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5573,Data Scientist - Middle / Senior,3,2500,Have at least 3-5 years of experience in Data Science.,1.0,2,,,1,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5572,Data Engineer,2,1185,2 Talented Data Engineer from 2 years of experience working at Lo Duc - HBT - Hanoi; Range salary: 17 - 28m,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5571,Business Intelligence Leader,2,1485,"From 2 years of Lead experience; Tools: Excel, SQL, Power Bi",2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
5570,Data Engineer,2,1270,"HN needs 2 #data analysta #engineer from 2 years of experience, with an offer of 18-30m.",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5569,Data Engineer,2,1060,HN recruited Data Engineer for 2 years of experience. Offer UPTO 25M. PV 1 round,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5567,Sap Bi / Bw / Sac Consultant,5,3000,Strong understanding of BI/BW/SAC ECC 6.0 & S4 HANA; Proficient in Power-BI and another BI tool,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5566,Senior Data Engineer,3,2500,"3+ years experience working as a Data Engineer role, ETL with large amounts of data.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5565,Business Intelligence Specialist / Senior Specialist,3,2200,3-5 years experience in Business Intelligence or relevant role;,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
5564,Nlp Ai / Ml / Data Scientist,5,2895,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5563,Artificial Intelligence Engineer (Ai) - Natural Language Processing (Nlp),5,2895,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
5562,Nlp Data Scientist ( Ds ) / Artificial Intelligence ( Ai ) / Machine Learning ( Ml ),5,2895,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5561,Machine Learning Engineer | Data Scientist | Ai Engineer - Nlp,5,2895,At least 5 years of overall experience including at least 3 years of experience in Data Science/Machine Learning/AI Engineer,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5560,Lead Data Engineer ( Any Cloud ),8,4000,At least 8 years of experience in total including at least 5 years of experience with Data Engineering,2.0,3,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5559,Data Engineer Lead ( Gcp / Ms Azure / Aws ),8,4000,At least 8 years of experience in total including at least 5 years of experience with Data Engineering,2.0,3,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5558,Lead Gcp Cloud Data Engineer,8,4000,At least 8 years of experience in total including at least 5 years of experience in Data Engineering,2.0,3,,,2,HANOI,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5557,Data Engineer | Data Analyst | Business Analyst,5,2200,"1 Data Engineer (AWS, Azure) and 1 Data Analyst/BA (SQL, Cloud, Data Platfroms) 5 years+Experience. Eng B1. Good offer Hoang Kiem, HN",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,1,0,1,0,1,0,9/10/2025
5556,Data Analyst,3,1270,Cau Giay recruits 1 Data Analyst from 3 years of experience. Salary 20-30 million+ bonus.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5555,Junior - Middle Data Engineer,2,1000,"At least 2+ years using Linux OS, Bash script",1.0,Unknown,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5554,Senior Data Engineer,3,3200,12-month contract; Strong data warehousing/Data Engineering experience,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Contract,Unknown,1,0,0,0,0,0,0,9/10/2025
5553,"Data Engineer ( Python, Sql, Nosql )",5,2500,"Minimum of 5 years of experience in data engineering, with at least 3 years of hands-on experience in Google Cloud Platform (GCP) data engineering services",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5552,Data Engineer,1,2540,At least 1 year of experience in the same position.,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5550,Data Engineer ( Junior / Middle ),2,1185,Experienced working in Data Engineer segment for 2 years or more.,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5549,Ai Engineer ( Python / Data Science ),1,1270,There are 1-2 years of experience in building and implementing AI/ml model.,1.0,Unknown,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5548,Data Engineer,1,2330,At least 1 year of experience in the same position.,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5547,Data Engineering Manager,3,3500,2+ years of experience as Data Engineering Manager,4.0,Unknown,,,4,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5546,Finance Planning & Analysis,3,1800,"3-5 years of general accounting experience; Analytical skillset, including use of Power BI and reporting tools is a plus.",2.0,Unknown,,,2,UNKNOWN,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5545,Mlops Engineer ( Machine Learning ),2,1800,"At least 5 years of experience in analysis, digital data, risk management of consumer finance, retail customers",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5544,"Analyst ( Supplier Contracts, Promotions, Rebates, Pricing )",1,1500,"At least 1-year experience in data analytics, retail/wholesale/manufacturing, cost/pricing/promotional/rebates analysis, supplier compliance, accounts payable review, internal auditing, freight/logistics/supply chain",1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5543,Data Operations Engineer,3,5000,Powerful algorithms and data structures from computer science; Knowledge of SQL or NoSQL data stores is pertinent,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5542,Big Data Team Lead,5,3200,Experience with the appropriate technology for at least five years,2.0,3,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5541,Market Research Analyst ( All Levels ),0,1000,"More than 02 years of experience in market research, consulting, equity analysis is a plus;",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5540,Business Development Lead,3,3000,"Knowledge of analytical tools PowerBI, SQL, Stata, SAS, R is a strong plus",2.0,3,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5539,Data Scientist,5,3400,Significant job experience (5 years) in the manufacturing sector related to quantitative analytics or machine learning,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,1,0,1,0,9/10/2025
5538,Urgent - Mis Senior Officer ( Lotte Finance ),3,1500,"3-5 years experiences; Experiences in data management, data analysis and structuring by company request",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5537,Intern / Junior Data Analyst,0,2200,HN Construction Bank - CB Bank Recruitment Internal/Junior Data Analyst does not require experience,0.0,1,,,0,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,1,0,1,0,9/10/2025
5536,Data Scientist,2,1695,HN recruits Data Scientist Min 2 years of experience; Offer UPTO 40M+730k/month shift allowance,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,1,0,1,0,9/10/2025
5535,Market Analyst Intern,0,210,"Final year or new graduates majoring in finance, business, economics, ...",0.0,Unknown,,,0,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5533,Business Intelligence Intern,0,2200,"Key Technical Stack: Excel, SQL and Power BI.",0.0,Unknown,,,0,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,1,1,0,9/10/2025
5532,Senior Business Intelligence Developer,3,2500,3+ Years' experiences as Data analyst or Business Intelligence Analyst/Developer or Analytics Engineer.,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,1,1,0,9/10/2025
5531,Data Scientist - Middle / Senior,3,2500,Have at least 3-5 years of experience in Data Science.,1.0,2,,,1,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5530,Head Of Marketing Strategy & Analytics,3,5500,Excellent analytical skills  you really need to love data for this role,4.0,Unknown,,,4,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5529,"Associate Manager, Customer Marketing",5,4000,5+ years in Data Analyst position or otherwise in projects involving big data,2.0,4,,,2,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5528,"Associate Manager/ Manager, Marketing Strategy & Analytics",5,6000,"Bangkok Based, Relocation Provided; 5+ years in Data Analyst position or otherwise in projects involving big data",2.0,4,,,2,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5527,"Analyst, Strategy & Analytics ( Global Chains )",3,4000,"Minimum 3 years of experience working in business analysis / data analytics / business intelligence/ consulting or financial modeling roles in e-commerce, tech, consulting or financial services companies",2.0,Unknown,,,2,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5526,Head Of Search,3,5500,Excellent analytical skills  you really need to love data for this role,4.0,Unknown,,,4,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5525,Senior Manager  Marketing Strategies And Analytics,4,7000,"Bangkok Based, Relocation Provided. Working kinh nghi?m of SQL and Tableau is strongly preferred",4.0,Unknown,,,4,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,1,0,0,0,9/10/2025
5524,"Manager, Marketing Strategy & Analytics",5,6000,"Bangkok Based, Relocation Provided; 5+ years in Data Analyst position or otherwise in projects involving big data",4.0,Unknown,,,4,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5523,Data Engineering Expert,3,3500,"Having kinh nghi?m and experience in physical architecture, logical architecture, basic components of Hadoop Eco-Sys: Ingestion layer, Processing layer, Consumtion layer",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5522,Senior Risk Modeling Officer,3,3000,"Bachelor of Mathematics - Economics, Data Science, and related majors",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5521,Senior Learning And Development Specialist,2,2200,"Minimum 02 years of experience related to Data Administration, kinh nghi?mable and proficient in using a data management tool(s) such as R, Python, Power BI, Tableau, Excel Dashboard, SQL...",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5520,Head Of Paid Search,3,5500,Excellent analytical skills  you really need to love data for this role,4.0,Unknown,,,4,UNKNOWN,0,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5517,Senior Data Governance Officer,1,3000,Having international certificates in Data Administration is an advantage; Having at least 01 year of experience in Banking - Finance industry,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5516,Data Analyst,2,2200,"At least 2 years of experience in Data Analysis, statistical modeling;",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5515,"Ai Engineer ( C ++, Computer Vision )",4,3000,4+ years of development experience,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,1,0,0,1,0,9/10/2025
5514,Head Of Data Platform,5,3500,"5+ years of experience as Data Manager, manipulating data sets and building statistical models.",4.0,Unknown,,,4,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5513,Data Engineer,4,2200,"Minimum of 4+ years experience in database development, integration and administration",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5512,Data Modeling Analyst,2,2200,"2+ years of experience in data analytics/ integrated marketing analytics and measurement, working closely with business functions.",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5511,Big Data Engineer,1,2965,"Knowledge of storage programming, dispersed data processing, large data processing (Hadoop, Spark, Elastic Search, ...)",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5510,Data Analyst / Bi,2,1500,At least 2 years of experience in data analysis,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5508,Data Engineer,1,1250,1 year experience in the same position.,1.0,Unknown,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5507,"Senior Data Analyst, Mbi",3,2500,"Experience with BI/analytics/statistics tools and languages (Google BigQuery, Google Data Studio, R, Python, etc.);",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5506,Data Analyst,1,550,Working experience for 01 year or more in the field of data analysis,1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5504,Data Engineer ( Junior / Middle ),2,2500,At least 2-3 years of experience in data engineering with a focus on ETL development and infrastructure,1.0,2,,,1,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,1,0,1,0,9/10/2025
5503,Finance Analyst,3,1600,"Good data & data analysis skills. Proficient in Excel and total tools, data analysis and presentation such as Power Bi - SQL, Power Query, Data Studio, ... Priority candidates with experience working with SAP / Bravo / Oracle system;",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5502,Finance Planning & Analysis Manager,4,2200,"At least 4+ years of experience at management level; Advanced in Excel skills, Power BI, data analysis tools",4.0,Unknown,,,4,UNKNOWN,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5501,Senior Commercial Finance Analyst,3,2200,"Advanced Excel skill typically preferred; already familiar with other tools such as PowerBI, PowerQuery; Exceptional analytical and quantitative problem-solving skills",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5500,Finance Analyst Asia,3,2200,"Advanced Excel skill typically preferred; already familiar with other tools such as PowerBI, PowerQuery; Exceptional analytical and quantitative problem-solving skills",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5499,Data Analyst Expert,7,3000,At least 05 years of experience in data analysis and 07 years of working experience in banking and finance,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5498,Data Science ( Credit Risk Modelling ),5,3000,"Minimum professional experience: 5 years in the field: data analysis, advanced data model building, robotic, digital conversion",2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5497,Data Engineer,8,2330,#Data Engineer; Max 55M Gross; Strong technical experience as a data engineer with relevant experience of 8-12 years,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5496,Data Engineer,3,2200,"FPT recruits Data Engineer, Level from Junior-> Senior, working in Hanoi, Ho Chi Minh",1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5495,Data Warehouse / Bi Project Manager,5,2965,NTT Data Analystta VN HCM Q1 Q1 recruited DWH-Bi Manager for 5 years of experience. Benefits package competition.,4.0,Unknown,,,4,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,1,0,0,9/10/2025
5494,Big Data Engineer,3,2200,Hanoi - recruiting the main data development engineer (Big Data Analysta) from 5 years of experience,2.0,Unknown,,,2,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5493,Head Of Business Analytics And Data Science,3,3500,"Mandatory experience with 3 years or more in the management position (scale of 10 people or more) in one of the following areas: business analysis, data science, model operation.",4.0,Unknown,,,4,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5492,Business Analyst | Data Analyst,3,1800,"Specialized IT, MIS or have experience in relevant specialties; Have knowledge and have built a report by Power Bi",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,1,0,1,0,9/10/2025
5491,Data Quality Engineer ( Fpt Software ),3,3000,"3+ year of experience; Knowledge of large-scale data processing languages like Pyspark, Big Data, and Hadoop concepts as well as data validation on HIVE tables",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5490,Senior Data Analyst,2,2500,"At least 2 years of experience in data analysis, statistical modeling;",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5489,Product Strategy & Proposition Manager,3,2500,"Data driven, experience in using or applying data analytics tool in planning and decision is a plus",4.0,Unknown,,,4,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5488,Data Analyst,1,1500,At least 1 year's exerience as a Data Analyst,1.0,2,,,1,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5486,Senior Business Information System - Bi Specialist,3,1800,Advanced in using Microsoft Excel in terms of data analysis and reporting,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
5485,Senior Data Analyst ( Underwriting Strategy ),3,2500,"Good kinh nghi?m of SQL and at least basic kinh nghi?m of 1 more programming language like Python, R, Matlab, etc.",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5484,Ai Engineer | Data Engineer Fresher - Junior,0,1270,HN Nissho VN- IT Company of NB's large IT Group- Searching #AI Engineer/ #Data Engineer Fresher-Junior. UPTO 30M,1.0,Unknown,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5483,Data Analyst,3,1270,Cau Giay - Prep recruiting data analyst (20-30 million+ reward),1.0,2,,,1,HANOI,1,0,Fulltime,Unknown,Unknown,Unknown,0,1,0,0,0,0,0,9/10/2025
5482,Gcp Cloud Data Engineer,3,3000,Data engineers with between 3 and 8 years of experience,2.0,Unknown,,,2,HCMC,1,0,Fulltime,Hybrid,Unknown,Unknown,1,0,0,0,0,0,0,9/10/2025
5481,Senior Data Scientist,5,3000,"Minimum 5 years experience in data science, developing statistical models in banking, financial industry or ecommerce",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,1,0,0,0,0,9/10/2025
5480,"Senior Consultant, Finance Management Consulting",3,1500,"A minimum of 3 - 4 years working experience in a similar role; Candidates having working experience as a data analyst, Business intelligence analyst are preferable",2.0,Unknown,,,2,HCMC,1,0,Fulltime,Unknown,Unknown,Unknown,0,0,0,0,0,0,1,9/10/2025
